dllhost,19972,64593.319238900636,8
brave,14668,38631.853623037736,4
msedge,22436,41792.117216117214,8
Lively,7800,99559.95229305694,8
svchost,4200,66378.41379310345,8
brave,18624,28930.85396664982,8
svchost,6556,53029.577981651375,8
brave,4600,46448.780445598095,4
fontdrvhost,1444,3954.337899543379,8
brave,9040,49671.61660106346,4
svchost,8860,44678.25192802057,8
RuntimeBroker,17748,58389.70476911431,8
svchost,3056,25889.909729187562,8
svchost,5580,60458.46625766871,8
smss,656,1582.2918149466193,11
atiesrxx,2360,12612.952380952382,8
svchost,3416,20900.703296703297,8
brave,5312,43578.9095061376,4
svchost,1632,41006.5797752809,8
conhost,20176,3259.4174757281553,6
msteamsupdate,21420,112277.03397341211,8
svchost,12892,25208.58218318695,8
svchost,10992,56225.33555926544,8
gamingservicesnet,9324,33735.13669064748,8
brave,19800,48620.05266937994,4
svchost,2452,21352.371814092952,8
cmd,864,8816.578512396694,8
svchost,11696,49018.655282817504,8
svchost,4968,21922.844074844073,8
msedge,21416,58567.124210526315,8
msedge,2948,34520.57074910821,8
SystemSettingsBroker,16108,112989.54162768942,8
WindowsTerminal,2272,63075.9106734658,8
svchost,16956,104036.87943262412,8
nvcontainer,4220,550674.4669027512,8
conhost,5692,5835.736694677871,8
svchost,3524,38776.196943972835,8
LocationNotificationWindows,8668,21817.58574610245,6
gameinputsvc,4148,12684.65934065934,8
OfficeClickToRun,17252,16982.008338296604,8
sihost,18164,107947.0473905219,8
svchost,2960,26366.197183098593,8
gameinputsvc,9768,58704.57453754081,8
IDMMsgHost,20520,23788.958990536277,8
services,1256,35051.64013840831,9
QAAgent,16416,53192.935323383084,8
NVDisplay.Container,1612,41169.27433016422,8
svchost,3472,55322.9461426492,8
svchost,4948,27214.531049250534,8
brave,10176,62554.17004527197,10
brave,22412,50393.97725452507,4
brave,19080,50173.76589423648,4
msedge,22084,124291.2268907563,8
svchost,2672,11113.167488963905,8
brave,20360,34990.48657794553,4
svchost,3500,55730.78082829223,8
nvcontainer,11480,66280.46069777217,8
WhatsApp,3032,16936.3391521197,8
StorPSCTL,9868,10908.601538209785,6
PSAdminAgent,9116,91966.46075949367,8
svchost,2760,23277.785977859778,8
svchost,12200,29837.436619718308,8
svchost,20456,38051.2,8
ShellExperienceHost,9076,69075.48112798265,8
OpenConsole,8252,45400.36900369004,8
svchost,10948,38968.69565217391,8
BraveCrashHandler64,20116,6023.612009237875,8
brave,7232,54331.12911095931,4
OpenConsole,12108,60331.22188449848,8
ACCStd,6876,7510.487718049128,6
RuntimeBroker,3980,124373.525492862,8
svchost,4520,14041.764705882353,8
svchost,8488,26238.263565891473,8
gamingservices,5400,77844.27496757457,8
svchost,4136,15125.62754808246,8
brave,22508,60283.60570417404,4
RadeonSoftware,9808,17215.281971170916,8
